"Dwellings Location on Census Night","2111435","Other non-classifiable",10
"Dwellings Location on Census Night","2111435","Not applicable",17
"Dwellings Location on Census Night","2111436","One family household with only family members present",86
"Dwellings Location on Census Night","2111436","One family household with non-family members present",5
"Dwellings Location on Census Night","2111436","Two family household",0
"Dwellings Location on Census Night","2111436","Three or more family household",0
"Dwellings Location on Census Night","2111436","Lone person household",36
"Dwellings Location on Census Night","2111436","Group household",9
"Dwellings Location on Census Night","2111436","Visitors only",0
"Dwellings Location on Census Night","2111436","Other non-classifiable",13
"Dwellings Location on Census Night","2111436","Not applicable",16
"Dwellings Location on Census Night","2111437","One family household with only family members present",123
"Dwellings Location on Census Night","2111437","One family household with non-family members present",10
"Dwellings Location on Census Night","2111437","Two family household",5
"Dwellings Location on Census Night","2111437","Three or more family household",0
"Dwellings Location on Census Night","2111437","Lone person household",58
"Dwellings Location on Census Night","2111437","Group household",19
"Dwellings Location on Census Night","2111437","Visitors only",3
"Dwellings Location on Census Night","2111437","Other non-classifiable",12
"Dwellings Location on Census Night","2111437","Not applicable",28
"Dwellings Location on Census Night","2111438","One family household with only family members present",132
"Dwellings Location on Census Night","2111438","One family household with non-family members present",0
"Dwellings Location on Census Night","2111438","Two family household",0
"Dwellings Location on Census Night","2111438","Three or more family household",0
"Dwellings Location on Census Night","2111438","Lone person household",56
"Dwellings Location on Census Night","2111438","Group household",6
"Dwellings Location on Census Night","2111438","Visitors only",0
"Dwellings Location on Census Night","2111438","Other non-classifiable",6
"Dwellings Location on Census Night","2111438","Not applicable",24
"Dwellings Location on Census Night","2111439","One family household with only family members present",83
"Dwellings Location on Census Night","2111439","One family household with non-family members present",0
"Dwellings Location on Census Night","2111439","Two family household",0
"Dwellings Location on Census Night","2111439","Three or more family household",0
"Dwellings Location on Census Night","2111439","Lone person household",19
"Dwellings Location on Census Night","2111439","Group household",0
"Dwellings Location on Census Night","2111439","Visitors only",0
"Dwellings Location on Census Night","2111439","Other non-classifiable",3
"Dwellings Location on Census Night","2111439","Not applicable",15
"Dwellings Location on Census Night","2111440","One family household with only family members present",107
"Dwellings Location on Census Night","2111440","One family household with non-family members present",0
"Dwellings Location on Census Night","2111440","Two family household",3
"Dwellings Location on Census Night","2111440","Three or more family household",0
"Dwellings Location on Census Night","2111440","Lone person household",92
"Dwellings Location on Census Night","2111440","Group household",3
"Dwellings Location on Census Night","2111440","Visitors only",6
"Dwellings Location on Census Night","2111440","Other non-classifiable",8
"Dwellings Location on Census Night","2111440","Not applicable",18
"Dwellings Location on Census Night","2111441","One family household with only family members present",161
"Dwellings Location on Census Night","2111441","One family household with non-family members present",4
"Dwellings Location on Census Night","2111441","Two family household",0
"Dwellings Location on Census Night","2111441","Three or more family household",0
"Dwellings Location on Census Night","2111441","Lone person household",99
"Dwellings Location on Census Night","2111441","Group household",11
"Dwellings Location on Census Night","2111441","Visitors only",3
"Dwellings Location on Census Night","2111441","Other non-classifiable",8
"Dwellings Location on Census Night","2111441","Not applicable",50
"Dwellings Location on Census Night","2111442","One family household with only family members present",140
"Dwellings Location on Census Night","2111442","One family household with non-family members present",6
"Dwellings Location on Census Night","2111442","Two family household",5
"Dwellings Location on Census Night","2111442","Three or more family household",0
"Dwellings Location on Census Night","2111442","Lone person household",48
"Dwellings Location on Census Night","2111442","Group household",8
"Dwellings Location on Census Night","2111442","Visitors only",3
"Dwellings Location on Census Night","2111442","Other non-classifiable",4
"Dwellings Location on Census Night","2111442","Not applicable",20
"Dwellings Location on Census Night","2111443","One family household with only family members present",114
"Dwellings Location on Census Night","2111443","One family household with non-family members present",6
"Dwellings Location on Census Night","2111443","Two family household",0
"Dwellings Location on Census Night","2111443","Three or more family household",0
"Dwellings Location on Census Night","2111443","Lone person household",121
"Dwellings Location on Census Night","2111443","Group household",11
"Dwellings Location on Census Night","2111443","Visitors only",5
"Dwellings Location on Census Night","2111443","Other non-classifiable",12
"Dwellings Location on Census Night","2111443","Not applicable",44
"Dwellings Location on Census Night","2111444","One family household with only family members present",220
"Dwellings Location on Census Night","2111444","One family household with non-family members present",9
"Dwellings Location on Census Night","2111444","Two family household",0
"Dwellings Location on Census Night","2111444","Three or more family household",0
"Dwellings Location on Census Night","2111444","Lone person household",167
"Dwellings Location on Census Night","2111444","Group household",19
"Dwellings Location on Census Night","2111444","Visitors only",8
"Dwellings Location on Census Night","2111444","Other non-classifiable",36
"Dwellings Location on Census Night","2111444","Not applicable",60
"Dwellings Location on Census Night","2111445","One family household with only family members present",100
"Dwellings Location on Census Night","2111445","One family household with non-family members present",0
"Dwellings Location on Census Night","2111445","Two family household",7
"Dwellings Location on Census Night","2111445","Three or more family household",0
"Dwellings Location on Census Night","2111445","Lone person household",72
"Dwellings Location on Census Night","2111445","Group household",13
"Dwellings Location on Census Night","2111445","Visitors only",4
"Dwellings Location on Census Night","2111445","Other non-classifiable",10
"Dwellings Location on Census Night","2111445","Not applicable",19
"Dwellings Location on Census Night","2111446","One family household with only family members present",105
"Dwellings Location on Census Night","2111446","One family household with non-family members present",0
"Dwellings Location on Census Night","2111446","Two family household",5
"Dwellings Location on Census Night","2111446","Three or more family household",0
"Dwellings Location on Census Night","2111446","Lone person household",48
"Dwellings Location on Census Night","2111446","Group household",16
"Dwellings Location on Census Night","2111446","Visitors only",0
"Dwellings Location on Census Night","2111446","Other non-classifiable",4
"Dwellings Location on Census Night","2111446","Not applicable",10
"Dwellings Location on Census Night","2111447","One family household with only family members present",80
"Dwellings Location on Census Night","2111447","One family household with non-family members present",0
"Dwellings Location on Census Night","2111447","Two family household",3
"Dwellings Location on Census Night","2111447","Three or more family household",0
"Dwellings Location on Census Night","2111447","Lone person household",51
"Dwellings Location on Census Night","2111447","Group household",3
"Dwellings Location on Census Night","2111447","Visitors only",0
"Dwellings Location on Census Night","2111447","Other non-classifiable",14
"Dwellings Location on Census Night","2111447","Not applicable",16
"Dwellings Location on Census Night","2111448","One family household with only family members present",87
"Dwellings Location on Census Night","2111448","One family household with non-family members present",0
"Dwellings Location on Census Night","2111448","Two family household",0
"Dwellings Location on Census Night","2111448","Three or more family household",0
"Dwellings Location on Census Night","2111448","Lone person household",27
"Dwellings Location on Census Night","2111448","Group household",3
"Dwellings Location on Census Night","2111448","Visitors only",0
"Dwellings Location on Census Night","2111448","Other non-classifiable",4
"Dwellings Location on Census Night","2111448","Not applicable",17
"Dwellings Location on Census Night","2111449","One family household with only family members present",121
"Dwellings Location on Census Night","2111449","One family household with non-family members present",4
"Dwellings Location on Census Night","2111449","Two family household",0
"Dwellings Location on Census Night","2111449","Three or more family household",0
"Dwellings Location on Census Night","2111449","Lone person household",34
"Dwellings Location on Census Night","2111449","Group household",6
"Dwellings Location on Census Night","2111449","Visitors only",0
"Dwellings Location on Census Night","2111449","Other non-classifiable",5
"Dwellings Location on Census Night","2111449","Not applicable",13
"Dwellings Location on Census Night","2111450","One family household with only family members present",74
"Dwellings Location on Census Night","2111450","One family household with non-family members present",5
"Dwellings Location on Census Night","2111450","Two family household",0
"Dwellings Location on Census Night","2111450","Three or more family household",0
"Dwellings Location on Census Night","2111450","Lone person household",51
"Dwellings Location on Census Night","2111450","Group household",8
"Dwellings Location on Census Night","2111450","Visitors only",0
"Dwellings Location on Census Night","2111450","Other non-classifiable",0
"Dwellings Location on Census Night","2111450","Not applicable",12
"Dwellings Location on Census Night","2111451","One family household with only family members present",63
"Dwellings Location on Census Night","2111451","One family household with non-family members present",0
"Dwellings Location on Census Night","2111451","Two family household",0
"Dwellings Location on Census Night","2111451","Three or more family household",0
"Dwellings Location on Census Night","2111451","Lone person household",33
"Dwellings Location on Census Night","2111451","Group household",10
"Dwellings Location on Census Night","2111451","Visitors only",0
"Dwellings Location on Census Night","2111451","Other non-classifiable",3
"Dwellings Location on Census Night","2111451","Not applicable",18
"Dwellings Location on Census Night","2111452","One family household with only family members present",125
"Dwellings Location on Census Night","2111452","One family household with non-family members present",4
"Dwellings Location on Census Night","2111452","Two family household",4
"Dwellings Location on Census Night","2111452","Three or more family household",0
"Dwellings Location on Census Night","2111452","Lone person household",69
"Dwellings Location on Census Night","2111452","Group household",8
"Dwellings Location on Census Night","2111452","Visitors only",5
"Dwellings Location on Census Night","2111452","Other non-classifiable",18
"Dwellings Location on Census Night","2111452","Not applicable",21
"Dwellings Location on Census Night","2111453","One family household with only family members present",102
"Dwellings Location on Census Night","2111453","One family household with non-family members present",4
"Dwellings Location on Census Night","2111453","Two family household",5
"Dwellings Location on Census Night","2111453","Three or more family household",0
"Dwellings Location on Census Night","2111453","Lone person household",16
"Dwellings Location on Census Night","2111453","Group household",3
"Dwellings Location on Census Night","2111453","Visitors only",0
"Dwellings Location on Census Night","2111453","Other non-classifiable",4
"Dwellings Location on Census Night","2111453","Not applicable",12
"Dwellings Location on Census Night","2111454","One family household with only family members present",96
"Dwellings Location on Census Night","2111454","One family household with non-family members present",0
"Dwellings Location on Census Night","2111454","Two family household",0
"Dwellings Location on Census Night","2111454","Three or more family household",0
"Dwellings Location on Census Night","2111454","Lone person household",14
"Dwellings Location on Census Night","2111454","Group household",0
"Dwellings Location on Census Night","2111454","Visitors only",0
"Dwellings Location on Census Night","2111454","Other non-classifiable",0
"Dwellings Location on Census Night","2111454","Not applicable",7
"Dwellings Location on Census Night","2111455","One family household with only family members present",58
"Dwellings Location on Census Night","2111455","One family household with non-family members present",3
"Dwellings Location on Census Night","2111455","Two family household",3
"Dwellings Location on Census Night","2111455","Three or more family household",0
"Dwellings Location on Census Night","2111455","Lone person household",26
"Dwellings Location on Census Night","2111455","Group household",5
"Dwellings Location on Census Night","2111455","Visitors only",0
"Dwellings Location on Census Night","2111455","Other non-classifiable",9
"Dwellings Location on Census Night","2111455","Not applicable",10
"Dwellings Location on Census Night","2111456","One family household with only family members present",76
"Dwellings Location on Census Night","2111456","One family household with non-family members present",0
"Dwellings Location on Census Night","2111456","Two family household",0
"Dwellings Location on Census Night","2111456","Three or more family household",0
"Dwellings Location on Census Night","2111456","Lone person household",50
"Dwellings Location on Census Night","2111456","Group household",5
"Dwellings Location on Census Night","2111456","Visitors only",0
"Dwellings Location on Census Night","2111456","Other non-classifiable",9
"Dwellings Location on Census Night","2111456","Not applicable",10
"Dwellings Location on Census Night","2111457","One family household with only family members present",68
"Dwellings Location on Census Night","2111457","One family household with non-family members present",0
"Dwellings Location on Census Night","2111457","Two family household",0
"Dwellings Location on Census Night","2111457","Three or more family household",0
"Dwellings Location on Census Night","2111457","Lone person household",42
"Dwellings Location on Census Night","2111457","Group household",11
"Dwellings Location on Census Night","2111457","Visitors only",3
"Dwellings Location on Census Night","2111457","Other non-classifiable",12
"Dwellings Location on Census Night","2111457","Not applicable",15
"Dwellings Location on Census Night","2111458","One family household with only family members present",90
"Dwellings Location on Census Night","2111458","One family household with non-family members present",3
"Dwellings Location on Census Night","2111458","Two family household",0
"Dwellings Location on Census Night","2111458","Three or more family household",0
"Dwellings Location on Census Night","2111458","Lone person household",53
"Dwellings Location on Census Night","2111458","Group household",8
"Dwellings Location on Census Night","2111458","Visitors only",0
"Dwellings Location on Census Night","2111458","Other non-classifiable",9
"Dwellings Location on Census Night","2111458","Not applicable",17
"Dwellings Location on Census Night","2111459","One family household with only family members present",80
"Dwellings Location on Census Night","2111459","One family household with non-family members present",4
"Dwellings Location on Census Night","2111459","Two family household",0
"Dwellings Location on Census Night","2111459","Three or more family household",0
"Dwellings Location on Census Night","2111459","Lone person household",31
"Dwellings Location on Census Night","2111459","Group household",9
"Dwellings Location on Census Night","2111459","Visitors only",0
"Dwellings Location on Census Night","2111459","Other non-classifiable",5
"Dwellings Location on Census Night","2111459","Not applicable",12
"Dwellings Location on Census Night","2111460","One family household with only family members present",95
"Dwellings Location on Census Night","2111460","One family household with non-family members present",4
"Dwellings Location on Census Night","2111460","Two family household",0
"Dwellings Location on Census Night","2111460","Three or more family household",0
"Dwellings Location on Census Night","2111460","Lone person household",49
"Dwellings Location on Census Night","2111460","Group household",8
"Dwellings Location on Census Night","2111460","Visitors only",0
"Dwellings Location on Census Night","2111460","Other non-classifiable",12
"Dwellings Location on Census Night","2111460","Not applicable",12
"Dwellings Location on Census Night","2111461","One family household with only family members present",129
"Dwellings Location on Census Night","2111461","One family household with non-family members present",0
"Dwellings Location on Census Night","2111461","Two family household",0
"Dwellings Location on Census Night","2111461","Three or more family household",0
"Dwellings Location on Census Night","2111461","Lone person household",60
"Dwellings Location on Census Night","2111461","Group household",3
"Dwellings Location on Census Night","2111461","Visitors only",0
"Dwellings Location on Census Night","2111461","Other non-classifiable",14
"Dwellings Location on Census Night","2111461","Not applicable",22
"Dwellings Location on Census Night","2111501","One family household with only family members present",81
"Dwellings Location on Census Night","2111501","One family household with non-family members present",3
"Dwellings Location on Census Night","2111501","Two family household",0
"Dwellings Location on Census Night","2111501","Three or more family household",0
"Dwellings Location on Census Night","2111501","Lone person household",72
"Dwellings Location on Census Night","2111501","Group household",16
"Dwellings Location on Census Night","2111501","Visitors only",0
"Dwellings Location on Census Night","2111501","Other non-classifiable",9
"Dwellings Location on Census Night","2111501","Not applicable",16
"Dwellings Location on Census Night","2111502","One family household with only family members present",92
"Dwellings Location on Census Night","2111502","One family household with non-family members present",3
"Dwellings Location on Census Night","2111502","Two family household",0
"Dwellings Location on Census Night","2111502","Three or more family household",0
"Dwellings Location on Census Night","2111502","Lone person household",57
"Dwellings Location on Census Night","2111502","Group household",19
"Dwellings Location on Census Night","2111502","Visitors only",4
"Dwellings Location on Census Night","2111502","Other non-classifiable",19
"Dwellings Location on Census Night","2111502","Not applicable",19
"Dwellings Location on Census Night","2111503","One family household with only family members present",75
"Dwellings Location on Census Night","2111503","One family household with non-family members present",3
"Dwellings Location on Census Night","2111503","Two family household",0
"Dwellings Location on Census Night","2111503","Three or more family household",0
"Dwellings Location on Census Night","2111503","Lone person household",53
"Dwellings Location on Census Night","2111503","Group household",13
"Dwellings Location on Census Night","2111503","Visitors only",0
"Dwellings Location on Census Night","2111503","Other non-classifiable",12
"Dwellings Location on Census Night","2111503","Not applicable",24
"Dwellings Location on Census Night","2111504","One family household with only family members present",58
"Dwellings Location on Census Night","2111504","One family household with non-family members present",0
"Dwellings Location on Census Night","2111504","Two family household",0
"Dwellings Location on Census Night","2111504","Three or more family household",0
"Dwellings Location on Census Night","2111504","Lone person household",47
"Dwellings Location on Census Night","2111504","Group household",25
"Dwellings Location on Census Night","2111504","Visitors only",0
"Dwellings Location on Census Night","2111504","Other non-classifiable",15
"Dwellings Location on Census Night","2111504","Not applicable",10
"Dwellings Location on Census Night","2111505","One family household with only family members present",81
"Dwellings Location on Census Night","2111505","One family household with non-family members present",3
"Dwellings Location on Census Night","2111505","Two family household",0
"Dwellings Location on Census Night","2111505","Three or more family household",0
"Dwellings Location on Census Night","2111505","Lone person household",76
"Dwellings Location on Census Night","2111505","Group household",36
"Dwellings Location on Census Night","2111505","Visitors only",4
"Dwellings Location on Census Night","2111505","Other non-classifiable",18
"Dwellings Location on Census Night","2111505","Not applicable",18
"Dwellings Location on Census Night","2111506","One family household with only family members present",65
"Dwellings Location on Census Night","2111506","One family household with non-family members present",4
"Dwellings Location on Census Night","2111506","Two family household",3
"Dwellings Location on Census Night","2111506","Three or more family household",0
"Dwellings Location on Census Night","2111506","Lone person household",35
"Dwellings Location on Census Night","2111506","Group household",8
"Dwellings Location on Census Night","2111506","Visitors only",0
"Dwellings Location on Census Night","2111506","Other non-classifiable",27
"Dwellings Location on Census Night","2111506","Not applicable",33
"Dwellings Location on Census Night","2111507","One family household with only family members present",98
"Dwellings Location on Census Night","2111507","One family household with non-family members present",4
"Dwellings Location on Census Night","2111507","Two family household",4
"Dwellings Location on Census Night","2111507","Three or more family household",0
"Dwellings Location on Census Night","2111507","Lone person household",82
"Dwellings Location on Census Night","2111507","Group household",4
"Dwellings Location on Census Night","2111507","Visitors only",0
"Dwellings Location on Census Night","2111507","Other non-classifiable",38
"Dwellings Location on Census Night","2111507","Not applicable",17
"Dwellings Location on Census Night","2111508","One family household with only family members present",140
"Dwellings Location on Census Night","2111508","One family household with non-family members present",3
"Dwellings Location on Census Night","2111508","Two family household",0
"Dwellings Location on Census Night","2111508","Three or more family household",0
"Dwellings Location on Census Night","2111508","Lone person household",79
"Dwellings Location on Census Night","2111508","Group household",29
"Dwellings Location on Census Night","2111508","Visitors only",4
"Dwellings Location on Census Night","2111508","Other non-classifiable",28
"Dwellings Location on Census Night","2111508","Not applicable",26
"Dwellings Location on Census Night","2111509","One family household with only family members present",54
"Dwellings Location on Census Night","2111509","One family household with non-family members present",0
"Dwellings Location on Census Night","2111509","Two family household",0
"Dwellings Location on Census Night","2111509","Three or more family household",0
"Dwellings Location on Census Night","2111509","Lone person household",48
"Dwellings Location on Census Night","2111509","Group household",3
"Dwellings Location on Census Night","2111509","Visitors only",6
"Dwellings Location on Census Night","2111509","Other non-classifiable",15
"Dwellings Location on Census Night","2111509","Not applicable",8
"Dwellings Location on Census Night","2111510","One family household with only family members present",85
"Dwellings Location on Census Night","2111510","One family household with non-family members present",0
"Dwellings Location on Census Night","2111510","Two family household",0
"Dwellings Location on Census Night","2111510","Three or more family household",0
"Dwellings Location on Census Night","2111510","Lone person household",95
"Dwellings Location on Census Night","2111510","Group household",18
"Dwellings Location on Census Night","2111510","Visitors only",0
"Dwellings Location on Census Night","2111510","Other non-classifiable",20
"Dwellings Location on Census Night","2111510","Not applicable",25
"Dwellings Location on Census Night","2111511","One family household with only family members present",95
"Dwellings Location on Census Night","2111511","One family household with non-family members present",3
"Dwellings Location on Census Night","2111511","Two family household",0
"Dwellings Location on Census Night","2111511","Three or more family household",0
"Dwellings Location on Census Night","2111511","Lone person household",80
"Dwellings Location on Census Night","2111511","Group household",30
"Dwellings Location on Census Night","2111511","Visitors only",0
"Dwellings Location on Census Night","2111511","Other non-classifiable",17
"Dwellings Location on Census Night","2111511","Not applicable",15
"Dwellings Location on Census Night","2111512","One family household with only family members present",111
"Dwellings Location on Census Night","2111512","One family household with non-family members present",8
"Dwellings Location on Census Night","2111512","Two family household",0
"Dwellings Location on Census Night","2111512","Three or more family household",0
"Dwellings Location on Census Night","2111512","Lone person household",107
"Dwellings Location on Census Night","2111512","Group household",22
"Dwellings Location on Census Night","2111512","Visitors only",3
"Dwellings Location on Census Night","2111512","Other non-classifiable",23
"Dwellings Location on Census Night","2111512","Not applicable",26
"Dwellings Location on Census Night","2111513","One family household with only family members present",104
"Dwellings Location on Census Night","2111513","One family household with non-family members present",3
"Dwellings Location on Census Night","2111513","Two family household",0
"Dwellings Location on Census Night","2111513","Three or more family household",0
"Dwellings Location on Census Night","2111513","Lone person household",37
"Dwellings Location on Census Night","2111513","Group household",17
"Dwellings Location on Census Night","2111513","Visitors only",0
"Dwellings Location on Census Night","2111513","Other non-classifiable",11
"Dwellings Location on Census Night","2111513","Not applicable",15
"Dwellings Location on Census Night","2111514","One family household with only family members present",52
"Dwellings Location on Census Night","2111514","One family household with non-family members present",0
"Dwellings Location on Census Night","2111514","Two family household",0
"Dwellings Location on Census Night","2111514","Three or more family household",0
"Dwellings Location on Census Night","2111514","Lone person household",37
"Dwellings Location on Census Night","2111514","Group household",31
"Dwellings Location on Census Night","2111514","Visitors only",0
"Dwellings Location on Census Night","2111514","Other non-classifiable",3
"Dwellings Location on Census Night","2111514","Not applicable",3
"Dwellings Location on Census Night","2111515","One family household with only family members present",100
"Dwellings Location on Census Night","2111515","One family household with non-family members present",0
"Dwellings Location on Census Night","2111515","Two family household",0
"Dwellings Location on Census Night","2111515","Three or more family household",0
"Dwellings Location on Census Night","2111515","Lone person household",67
"Dwellings Location on Census Night","2111515","Group household",9
"Dwellings Location on Census Night","2111515","Visitors only",4
"Dwellings Location on Census Night","2111515","Other non-classifiable",18
"Dwellings Location on Census Night","2111515","Not applicable",14
"Dwellings Location on Census Night","2111516","One family household with only family members present",119
"Dwellings Location on Census Night","2111516","One family household with non-family members present",0
"Dwellings Location on Census Night","2111516","Two family household",4
"Dwellings Location on Census Night","2111516","Three or more family household",0
"Dwellings Location on Census Night","2111516","Lone person household",49
"Dwellings Location on Census Night","2111516","Group household",10
"Dwellings Location on Census Night","2111516","Visitors only",0
"Dwellings Location on Census Night","2111516","Other non-classifiable",14
"Dwellings Location on Census Night","2111516","Not applicable",11
"Dwellings Location on Census Night","2111518","One family household with only family members present",0
"Dwellings Location on Census Night","2111518","One family household with non-family members present",0
"Dwellings Location on Census Night","2111518","Two family household",0
"Dwellings Location on Census Night","2111518","Three or more family household",0
"Dwellings Location on Census Night","2111518","Lone person household",0
"Dwellings Location on Census Night","2111518","Group household",0
"Dwellings Location on Census Night","2111518","Visitors only",0
"Dwellings Location on Census Night","2111518","Other non-classifiable",0
"Dwellings Location on Census Night","2111518","Not applicable",0
"Dwellings Location on Census Night","2111519","One family household with only family members present",95
"Dwellings Location on Census Night","2111519","One family household with non-family members present",5
"Dwellings Location on Census Night","2111519","Two family household",0
"Dwellings Location on Census Night","2111519","Three or more family household",0
"Dwellings Location on Census Night","2111519","Lone person household",50
"Dwellings Location on Census Night","2111519","Group household",0
"Dwellings Location on Census Night","2111519","Visitors only",0
"Dwellings Location on Census Night","2111519","Other non-classifiable",19
"Dwellings Location on Census Night","2111519","Not applicable",9
"Dwellings Location on Census Night","2111520","One family household with only family members present",97
"Dwellings Location on Census Night","2111520","One family household with non-family members present",4
"Dwellings Location on Census Night","2111520","Two family household",0
"Dwellings Location on Census Night","2111520","Three or more family household",0
"Dwellings Location on Census Night","2111520","Lone person household",53
"Dwellings Location on Census Night","2111520","Group household",9
"Dwellings Location on Census Night","2111520","Visitors only",0
"Dwellings Location on Census Night","2111520","Other non-classifiable",16
"Dwellings Location on Census Night","2111520","Not applicable",11
"Dwellings Location on Census Night","2111521","One family household with only family members present",62
"Dwellings Location on Census Night","2111521","One family household with non-family members present",3
"Dwellings Location on Census Night","2111521","Two family household",0
"Dwellings Location on Census Night","2111521","Three or more family household",0
"Dwellings Location on Census Night","2111521","Lone person household",26
"Dwellings Location on Census Night","2111521","Group household",0
"Dwellings Location on Census Night","2111521","Visitors only",0
"Dwellings Location on Census Night","2111521","Other non-classifiable",8
"Dwellings Location on Census Night","2111521","Not applicable",7
"Dwellings Location on Census Night","2111522","One family household with only family members present",56
"Dwellings Location on Census Night","2111522","One family household with non-family members present",3
"Dwellings Location on Census Night","2111522","Two family household",0
"Dwellings Location on Census Night","2111522","Three or more family household",0
"Dwellings Location on Census Night","2111522","Lone person household",72
"Dwellings Location on Census Night","2111522","Group household",19
"Dwellings Location on Census Night","2111522","Visitors only",3
"Dwellings Location on Census Night","2111522","Other non-classifiable",15
"Dwellings Location on Census Night","2111522","Not applicable",27
"Dwellings Location on Census Night","2111523","One family household with only family members present",304
"Dwellings Location on Census Night","2111523","One family household with non-family members present",31
"Dwellings Location on Census Night","2111523","Two family household",4
"Dwellings Location on Census Night","2111523","Three or more family household",0
"Dwellings Location on Census Night","2111523","Lone person household",183
"Dwellings Location on Census Night","2111523","Group household",155
"Dwellings Location on Census Night","2111523","Visitors only",10
"Dwellings Location on Census Night","2111523","Other non-classifiable",45
"Dwellings Location on Census Night","2111523","Not applicable",51
"Dwellings Location on Census Night","2111524","One family household with only family members present",47
"Dwellings Location on Census Night","2111524","One family household with non-family members present",0
"Dwellings Location on Census Night","2111524","Two family household",0
"Dwellings Location on Census Night","2111524","Three or more family household",0
"Dwellings Location on Census Night","2111524","Lone person household",16
"Dwellings Location on Census Night","2111524","Group household",10
"Dwellings Location on Census Night","2111524","Visitors only",0
"Dwellings Location on Census Night","2111524","Other non-classifiable",0
"Dwellings Location on Census Night","2111524","Not applicable",10
"Dwellings Location on Census Night","2111601","One family household with only family members present",93
"Dwellings Location on Census Night","2111601","One family household with non-family members present",3
"Dwellings Location on Census Night","2111601","Two family household",4
"Dwellings Location on Census Night","2111601","Three or more family household",0
"Dwellings Location on Census Night","2111601","Lone person household",22
"Dwellings Location on Census Night","2111601","Group household",10
"Dwellings Location on Census Night","2111601","Visitors only",0
"Dwellings Location on Census Night","2111601","Other non-classifiable",9
"Dwellings Location on Census Night","2111601","Not applicable",6
"Dwellings Location on Census Night","2111602","One family household with only family members present",91
"Dwellings Location on Census Night","2111602","One family household with non-family members present",5
"Dwellings Location on Census Night","2111602","Two family household",0
"Dwellings Location on Census Night","2111602","Three or more family household",0
"Dwellings Location on Census Night","2111602","Lone person household",147
"Dwellings Location on Census Night","2111602","Group household",12
"Dwellings Location on Census Night","2111602","Visitors only",5
"Dwellings Location on Census Night","2111602","Other non-classifiable",17
"Dwellings Location on Census Night","2111602","Not applicable",25
"Dwellings Location on Census Night","2111603","One family household with only family members present",129
"Dwellings Location on Census Night","2111603","One family household with non-family members present",5
"Dwellings Location on Census Night","2111603","Two family household",0
"Dwellings Location on Census Night","2111603","Three or more family household",0
"Dwellings Location on Census Night","2111603","Lone person household",15
"Dwellings Location on Census Night","2111603","Group household",7
"Dwellings Location on Census Night","2111603","Visitors only",0
"Dwellings Location on Census Night","2111603","Other non-classifiable",0
"Dwellings Location on Census Night","2111603","Not applicable",13
"Dwellings Location on Census Night","2111604","One family household with only family members present",114
"Dwellings Location on Census Night","2111604","One family household with non-family members present",7
"Dwellings Location on Census Night","2111604","Two family household",4
"Dwellings Location on Census Night","2111604","Three or more family household",0
"Dwellings Location on Census Night","2111604","Lone person household",28
"Dwellings Location on Census Night","2111604","Group household",12
"Dwellings Location on Census Night","2111604","Visitors only",0
"Dwellings Location on Census Night","2111604","Other non-classifiable",3
"Dwellings Location on Census Night","2111604","Not applicable",20
"Dwellings Location on Census Night","2111605","One family household with only family members present",122
"Dwellings Location on Census Night","2111605","One family household with non-family members present",4
"Dwellings Location on Census Night","2111605","Two family household",0
"Dwellings Location on Census Night","2111605","Three or more family household",0
"Dwellings Location on Census Night","2111605","Lone person household",113
"Dwellings Location on Census Night","2111605","Group household",41
"Dwellings Location on Census Night","2111605","Visitors only",0
"Dwellings Location on Census Night","2111605","Other non-classifiable",23
"Dwellings Location on Census Night","2111605","Not applicable",36
"Dwellings Location on Census Night","2111606","One family household with only family members present",108
"Dwellings Location on Census Night","2111606","One family household with non-family members present",3
"Dwellings Location on Census Night","2111606","Two family household",0
"Dwellings Location on Census Night","2111606","Three or more family household",0
"Dwellings Location on Census Night","2111606","Lone person household",30
"Dwellings Location on Census Night","2111606","Group household",4
"Dwellings Location on Census Night","2111606","Visitors only",0
"Dwellings Location on Census Night","2111606","Other non-classifiable",7
"Dwellings Location on Census Night","2111606","Not applicable",13
"Dwellings Location on Census Night","2111607","One family household with only family members present",110
"Dwellings Location on Census Night","2111607","One family household with non-family members present",3
"Dwellings Location on Census Night","2111607","Two family household",0
"Dwellings Location on Census Night","2111607","Three or more family household",0
"Dwellings Location on Census Night","2111607","Lone person household",66
"Dwellings Location on Census Night","2111607","Group household",12
"Dwellings Location on Census Night","2111607","Visitors only",0
"Dwellings Location on Census Night","2111607","Other non-classifiable",3
"Dwellings Location on Census Night","2111607","Not applicable",32
"Dwellings Location on Census Night","2111608","One family household with only family members present",113
"Dwellings Location on Census Night","2111608","One family household with non-family members present",3
"Dwellings Location on Census Night","2111608","Two family household",0
"Dwellings Location on Census Night","2111608","Three or more family household",0
"Dwellings Location on Census Night","2111608","Lone person household",36
"Dwellings Location on Census Night","2111608","Group household",6
"Dwellings Location on Census Night","2111608","Visitors only",0
"Dwellings Location on Census Night","2111608","Other non-classifiable",4
"Dwellings Location on Census Night","2111608","Not applicable",16
"Dwellings Location on Census Night","2111609","One family household with only family members present",92
"Dwellings Location on Census Night","2111609","One family household with non-family members present",0
"Dwellings Location on Census Night","2111609","Two family household",4
"Dwellings Location on Census Night","2111609","Three or more family household",0
"Dwellings Location on Census Night","2111609","Lone person household",40
